content,created_at,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
Ummmmmmm,Fri Jan 10 18:34:58 +0000 2020,2020-01-10 18:34:58+00:00,241,,[],0,,6,2,,https://twitter.com/alexwaarren/status/1215703593627471872,1215703593627471872,1215703593627471872
I bought a voss water at 7 eleven last week and I've been refilling it with tap water.,Fri Jan 10 06:52:39 +0000 2020,2020-01-10 06:52:39+00:00,296,,[],1,,6,9,,https://twitter.com/alexwaarren/status/1215526853693231104,1215526853693231104,1215526853693231104
I'm sitting next to you https://t.co/rq02TOSbpp,Fri Jan 10 03:53:16 +0000 2020,2020-01-10 03:53:16+00:00,178,,['https://twitter.com/tannerfox/status/1215427919935238144'],0,https://twitter.com/tannerfox/status/1215427919935238144,1,0,,https://twitter.com/alexwaarren/status/1215481706414628867,1215481706414628867,1215481706414628867
Typo curing cramps... I understand now.,Fri Jan 10 03:50:08 +0000 2020,2020-01-10 03:50:08+00:00,223,,[],1,,2,1,,https://twitter.com/alexwaarren/status/1215480921891061761,1215480921891061761,1215480921891061761
I miss u more https://t.co/8v48SHBf2K,Fri Jan 10 03:49:31 +0000 2020,2020-01-10 03:49:31+00:00,170,,['https://twitter.com/ameliexrose/status/1215480686489923584'],0,https://twitter.com/ameliexrose/status/1215480686489923584,1,1,,https://twitter.com/alexwaarren/status/1215480763077943297,1215480763077943297,1215480763077943297
What does curving cramps mean?,Fri Jan 10 03:47:03 +0000 2020,2020-01-10 03:47:03+00:00,332,,[],1,,6,2,,https://twitter.com/alexwaarren/status/1215480142367059968,1215480142367059968,1215480142367059968
My favorite condom @larrayxo https://t.co/3R3K47PzQj,Thu Jan 09 20:22:59 +0000 2020,2020-01-09 20:22:59+00:00,617,"[Photo(previewUrl='https://pbs.twimg.com/media/EN3bGtBU8AAloKc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EN3bGtBU8AAloKc?format=jpg&name=large', type='photo')]",[],1,,4,6,,https://twitter.com/alexwaarren/status/1215368391252271105,1215368391252271105,1215368391252271105
@ameliexrose AMELIE,Thu Jan 09 20:20:22 +0000 2020,2020-01-09 20:20:22+00:00,64,,[],0,,1,1,,https://twitter.com/alexwaarren/status/1215367733979672576,1215367733979672576,1215350924152991744
It’s 4AM and I’m watching vampire diaries... what the fuck.,Thu Jan 09 11:52:49 +0000 2020,2020-01-09 11:52:49+00:00,776,,[],4,,21,25,,https://twitter.com/alexwaarren/status/1215240003468443648,1215240003468443648,1215240003468443648
Love that https://t.co/Wv51GEB1tj,Wed Jan 08 18:12:25 +0000 2020,2020-01-08 18:12:25+00:00,276,"[Photo(previewUrl='https://pbs.twimg.com/media/ENxzobkUYAAhMax?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENxzobkUYAAhMax?format=jpg&name=large', type='photo')]",[],1,,3,3,,https://twitter.com/alexwaarren/status/1214973143355232256,1214973143355232256,1214973143355232256
I'm filming a video for my second channel going over what camera equipment I use and what I used to have.,Wed Jan 08 07:36:33 +0000 2020,2020-01-08 07:36:33+00:00,277,,[],0,,3,2,,https://twitter.com/alexwaarren/status/1214813123007303680,1214813123007303680,1214813123007303680
@Me_kenziekeegan What video is this?,Wed Jan 08 02:35:05 +0000 2020,2020-01-08 02:35:05+00:00,29,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1214737259238309888,1214737259238309888,1214731199219929088
I look like shrek and the marshmallow from ghostbusters had a love child.,Tue Jan 07 10:02:52 +0000 2020,2020-01-07 10:02:52+00:00,298,,[],0,,7,3,,https://twitter.com/alexwaarren/status/1214487557834076160,1214487557834076160,1214487557834076160
I legit just looked up on google: how to lose the 40 pounds you gained over summer.,Tue Jan 07 10:02:33 +0000 2020,2020-01-07 10:02:33+00:00,275,,[],0,,4,2,,https://twitter.com/alexwaarren/status/1214487478477869056,1214487478477869056,1214487478477869056
@ameliexrose Tea,Tue Jan 07 10:01:57 +0000 2020,2020-01-07 10:01:57+00:00,58,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1214487328376229888,1214487328376229888,1214483893765586944
@vansjosephh @bebesvanessa I love you,Tue Jan 07 02:39:14 +0000 2020,2020-01-07 02:39:14+00:00,6,,[],0,,2,1,,https://twitter.com/alexwaarren/status/1214375912096927744,1214375912096927744,1214314025867022336
Hey you guys are sick:),Tue Jan 07 02:38:02 +0000 2020,2020-01-07 02:38:02+00:00,272,,[],0,,10,4,,https://twitter.com/alexwaarren/status/1214375613231853568,1214375613231853568,1214375613231853568
🥺 https://t.co/Va9QWeB5Zk,Mon Jan 06 22:50:54 +0000 2020,2020-01-06 22:50:54+00:00,143,,['https://twitter.com/ameliexrose/status/1214315849856647168'],0,https://twitter.com/ameliexrose/status/1214315849856647168,1,2,,https://twitter.com/alexwaarren/status/1214318451860205569,1214318451860205569,1214318451860205569
New YouTube video on my channel!! Go watch:),Mon Jan 06 22:03:39 +0000 2020,2020-01-06 22:03:39+00:00,195,,[],1,,6,3,,https://twitter.com/alexwaarren/status/1214306559494246401,1214306559494246401,1214306559494246401
Down. https://t.co/2vqyEnA3Aa,Mon Jan 06 10:15:07 +0000 2020,2020-01-06 10:15:07+00:00,232,,['https://twitter.com/jasonnash/status/1213982724735696896'],1,https://twitter.com/jasonnash/status/1213982724735696896,3,2,,https://twitter.com/alexwaarren/status/1214128250764451841,1214128250764451841,1214128250764451841
https://t.co/t7ACuyh0po,Mon Jan 06 07:24:30 +0000 2020,2020-01-06 07:24:30+00:00,361,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1214085254417285122/pu/img/FebVPzBfpnC5SjFj.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1214085254417285122/pu/pl/XX81UkNcS-wM-xNF.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1214085254417285122/pu/vid/720x1280/fSEKkkjMziZRHRYa.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1214085254417285122/pu/vid/320x568/DZb95z1pQ6OOLpo3.mp4?tag=10', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1214085254417285122/pu/vid/360x640/5PqUHFWFSVy9s5CS.mp4?tag=10', bitrate=832000)], duration=18.333, type='video')]",[],2,,17,11,,https://twitter.com/alexwaarren/status/1214085317415669760,1214085317415669760,1214085317415669760
Next video will be out after the weekend! I want it to be good:),Sun Jan 05 08:21:39 +0000 2020,2020-01-05 08:21:39+00:00,244,,[],0,,3,4,,https://twitter.com/alexwaarren/status/1213737310858047488,1213737310858047488,1213737310858047488
First date kinda nervous  @tannerfox https://t.co/T220G8hTYD,Sun Jan 05 07:53:12 +0000 2020,2020-01-05 07:53:12+00:00,463,"[Photo(previewUrl='https://pbs.twimg.com/media/ENgJIwnU4AEjPZW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENgJIwnU4AEjPZW?format=jpg&name=large', type='photo')]",[],0,,9,16,,https://twitter.com/alexwaarren/status/1213730150765842432,1213730150765842432,1213730150765842432
Finale https://t.co/qED31d3pe5,Sat Jan 04 09:27:03 +0000 2020,2020-01-04 09:27:03+00:00,194,"[Photo(previewUrl='https://pbs.twimg.com/media/ENbVBczU8AI1LO8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENbVBczU8AI1LO8?format=jpg&name=large', type='photo')]",[],0,,10,3,,https://twitter.com/alexwaarren/status/1213391380753477632,1213391380753477632,1213391380753477632
https://t.co/cyXuHd9MCd,Sat Jan 04 08:13:09 +0000 2020,2020-01-04 08:13:09+00:00,168,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1213372701886124033/pu/img/Cn3bDh-UtD2qeAah.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1213372701886124033/pu/vid/320x568/x-ZS6-VObpynC3U2.mp4?tag=10', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1213372701886124033/pu/vid/360x640/6_6FdqH8f0d2S0oO.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1213372701886124033/pu/vid/720x1280/ai2cjLTRTNMcYOqp.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1213372701886124033/pu/pl/rO_gN0sB_d_wSJR4.m3u8?tag=10', bitrate=None)], duration=8.012, type='video')]",[],0,,3,4,,https://twitter.com/alexwaarren/status/1213372784815919105,1213372784815919105,1213372784815919105
THIS IS NOT WHAT MY HAIR IS GOING TO LOOK LIKE,Sat Jan 04 08:12:34 +0000 2020,2020-01-04 08:12:34+00:00,99,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1213372636585050112,1213372636585050112,1213372538874556416
https://t.co/qDPpXVj6uE,Sat Jan 04 08:12:11 +0000 2020,2020-01-04 08:12:11+00:00,132,"[Photo(previewUrl='https://pbs.twimg.com/media/ENbD47XVAAApK9h?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENbD47XVAAApK9h?format=jpg&name=large', type='photo')]",[],0,,6,4,,https://twitter.com/alexwaarren/status/1213372538874556416,1213372538874556416,1213372538874556416
@nessaisasleep False,Sat Jan 04 07:54:02 +0000 2020,2020-01-04 07:54:02+00:00,17,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1213367970203758592,1213367970203758592,1213357805836492800
just the bathroom https://t.co/ucCtzRoFNM,Sat Jan 04 06:18:55 +0000 2020,2020-01-04 06:18:55+00:00,265,,['https://twitter.com/LEEMINH0TBH/status/1211417237124464641'],1,https://twitter.com/LEEMINH0TBH/status/1211417237124464641,5,6,,https://twitter.com/alexwaarren/status/1213344035361832960,1213344035361832960,1213344035361832960
I just hit 400k on Instagram!! Thank you guys so much,Fri Jan 03 20:07:26 +0000 2020,2020-01-03 20:07:26+00:00,221,,[],2,,2,3,,https://twitter.com/alexwaarren/status/1213190150856949760,1213190150856949760,1213190150856949760
This is @lilpapivoni https://t.co/kx93uZjX0x,Fri Jan 03 06:26:04 +0000 2020,2020-01-03 06:26:04+00:00,254,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1212983342464819201/pu/img/U36qRqZrq0qaEihV.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1212983342464819201/pu/vid/320x630/A1e9aScGKex_TxG_.mp4?tag=10', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1212983342464819201/pu/vid/360x710/HWh0zq9_MTqSO6-G.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1212983342464819201/pu/vid/624x1232/Ym-Dzk6m77KikVGb.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1212983342464819201/pu/pl/be0lUS6w9h-h48cj.m3u8?tag=10', bitrate=None)], duration=4.002, type='video')]",[],0,,4,3,,https://twitter.com/alexwaarren/status/1212983448052219904,1212983448052219904,1212983448052219904
Sister thicc https://t.co/fnpjHrSXf9 https://t.co/CSpMb6TF5m,Fri Jan 03 04:22:22 +0000 2020,2020-01-03 04:22:22+00:00,139,"[Photo(previewUrl='https://pbs.twimg.com/media/ENVFsvPVUAA6otj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENVFsvPVUAA6otj?format=jpg&name=large', type='photo')]",['https://www.instagram.com/p/B62AktNAD6-/?igshid=m9a0l0mtpl0t'],0,,2,7,,https://twitter.com/alexwaarren/status/1212952314614439936,1212952314614439936,1212952314614439936
My new YouTube video is out now!! Go watch:),Wed Jan 01 21:02:19 +0000 2020,2020-01-01 21:02:19+00:00,174,,[],0,,9,2,,https://twitter.com/alexwaarren/status/1212479184498413568,1212479184498413568,1212479184498413568
Happy New Year you filthy animals,Wed Jan 01 08:04:16 +0000 2020,2020-01-01 08:04:16+00:00,338,,[],0,,3,12,,https://twitter.com/alexwaarren/status/1212283385168592896,1212283385168592896,1212283385168592896
Just wished my DoorDash Driver a happy new year😎 https://t.co/EC03i9QD2R,Wed Jan 01 08:04:02 +0000 2020,2020-01-01 08:04:02+00:00,151,"[Photo(previewUrl='https://pbs.twimg.com/media/ENLlQrXUcAE3uLE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENLlQrXUcAE3uLE?format=jpg&name=large', type='photo')]",[],0,,3,3,,https://twitter.com/alexwaarren/status/1212283327203250177,1212283327203250177,1212283327203250177
New vlog out tomorrow at 1pm,Wed Jan 01 00:32:06 +0000 2020,2020-01-01 00:32:06+00:00,198,,[],0,,9,4,,https://twitter.com/alexwaarren/status/1212169593378070529,1212169593378070529,1212169593378070529
Evolution of alex Warren😂 https://t.co/GSMsePyDtZ https://t.co/zMPdxF49FR,Tue Dec 31 23:36:52 +0000 2019,2019-12-31 23:36:52+00:00,82,"[Photo(previewUrl='https://pbs.twimg.com/media/ENJxLOlUcAAww9A?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ENJxLOlUcAAww9A?format=jpg&name=large', type='photo')]",['https://www.instagram.com/p/B6wWOyfgqHc/?igshid=wem1sxz5j8nr'],0,,0,0,,https://twitter.com/alexwaarren/status/1212155692674478081,1212155692674478081,1212155692674478081
Hype house does NOT have a Twitter account,Mon Dec 30 01:05:40 +0000 2019,2019-12-30 01:05:40+00:00,338,,[],0,,14,8,,https://twitter.com/alexwaarren/status/1211453264408891392,1211453264408891392,1211453264408891392
https://t.co/hEXdVOxpXP,Sun Dec 29 22:29:24 +0000 2019,2019-12-29 22:29:24+00:00,178,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1211413884852027392/pu/img/GzFTvkHDrvbx4cS3.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1211413884852027392/pu/vid/320x568/Ut1VLHQ9e0Kyx5eo.mp4?tag=10', bitrate=632000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1211413884852027392/pu/pl/NlLbrCPvJyoX-9Yg.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1211413884852027392/pu/vid/360x640/osRYFkmSqC1FNFxF.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1211413884852027392/pu/vid/720x1280/BKAeZrui2tb8gHkL.mp4?tag=10', bitrate=2176000)], duration=10.867, type='video')]",[],0,,2,4,,https://twitter.com/alexwaarren/status/1211413936278425600,1211413936278425600,1211413936278425600
I need a haircut https://t.co/tWtxYPAUxg https://t.co/H8tzwt8cKe,Sun Dec 29 20:34:26 +0000 2019,2019-12-29 20:34:26+00:00,112,"[Photo(previewUrl='https://pbs.twimg.com/media/EM-0PUIVUAAVnUC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EM-0PUIVUAAVnUC?format=jpg&name=large', type='photo')]",['https://www.instagram.com/p/B6q3y6zglDv/?igshid=1b9k6srw7vi0'],0,,2,0,,https://twitter.com/alexwaarren/status/1211385004707606528,1211385004707606528,1211385004707606528
I’m hurt:( https://t.co/F9YsyB0kUE,Sun Dec 29 09:20:12 +0000 2019,2019-12-29 09:20:12+00:00,267,,['https://twitter.com/lilpapivoni/status/1211213374094106624'],0,https://twitter.com/lilpapivoni/status/1211213374094106624,2,3,,https://twitter.com/alexwaarren/status/1211215327649923076,1211215327649923076,1211215327649923076
I’m gonna post on my second channel what camera equipment and how I film my vlogs,Sun Dec 29 09:08:29 +0000 2019,2019-12-29 09:08:29+00:00,193,,[],0,,3,2,,https://twitter.com/alexwaarren/status/1211212378890620929,1211212378890620929,1211212378890620929
YAY https://t.co/8QSQrOEIJg,Sun Dec 29 03:29:36 +0000 2019,2019-12-29 03:29:36+00:00,353,,['https://twitter.com/YTCount/status/1211119468316889088'],1,https://twitter.com/YTCount/status/1211119468316889088,12,8,,https://twitter.com/alexwaarren/status/1211127098221285376,1211127098221285376,1211127098221285376
Y’all asked me to prove it https://t.co/x7lRn2ea0E,Sat Dec 28 21:27:01 +0000 2019,2019-12-28 21:27:01+00:00,207,"[Photo(previewUrl='https://pbs.twimg.com/media/EM52rpXVUAA6uGa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EM52rpXVUAA6uGa?format=jpg&name=large', type='photo')]",[],0,,9,1,,https://twitter.com/alexwaarren/status/1211035849690763264,1211035849690763264,1211035849690763264
I’m only wearing neon socks now.,Sat Dec 28 20:26:46 +0000 2019,2019-12-28 20:26:46+00:00,194,,[],0,,1,3,,https://twitter.com/alexwaarren/status/1211020686552002560,1211020686552002560,1211020686552002560
:( buying a 12 pack of Diet Coke rn @lilpapivoni @ameliexrose https://t.co/wotLBQ2c70,Sat Dec 28 10:43:45 +0000 2019,2019-12-28 10:43:45+00:00,116,,['https://twitter.com/ameliexrose/status/1210856597863354369'],0,https://twitter.com/ameliexrose/status/1210856597863354369,0,0,,https://twitter.com/alexwaarren/status/1210873968732688385,1210873968732688385,1210873968732688385
@blakeir Down,Sat Dec 28 04:47:21 +0000 2019,2019-12-28 04:47:21+00:00,8,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1210784276507025409,1210784276507025409,1210758972891811840
@blakeir I don’t even know how to work Twitter,Sat Dec 28 03:17:58 +0000 2019,2019-12-28 03:17:58+00:00,3,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1210761780634378242,1210761780634378242,1210758972891811840
First 1M ON @YouTube THANK YOU https://t.co/EGAka72aKy,Sat Dec 28 03:11:30 +0000 2019,2019-12-28 03:11:30+00:00,127,"[Photo(previewUrl='https://pbs.twimg.com/media/EM178UqU0AA3pPY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EM178UqU0AA3pPY?format=jpg&name=large', type='photo')]",[],0,,16,4,,https://twitter.com/alexwaarren/status/1210760155811336193,1210760155811336193,1210760155811336193
Add my Snapchat for a chance to win a free llama! (Alexwarrenhi),Sat Dec 28 01:08:14 +0000 2019,2019-12-28 01:08:14+00:00,149,,[],0,,10,1,,https://twitter.com/alexwaarren/status/1210729133321310209,1210729133321310209,1210729133321310209
Comment what you want to see on my second channel https://t.co/UXq0GipWWk https://t.co/63AMPRjRIT,Fri Dec 27 23:59:35 +0000 2019,2019-12-27 23:59:35+00:00,83,"[Photo(previewUrl='https://pbs.twimg.com/media/EM1QA3QUEAAuFlw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EM1QA3QUEAAuFlw?format=jpg&name=large', type='photo')]",['https://www.instagram.com/p/B6mFo9QAnQg/?igshid=sriti6wqkr8m'],0,,7,2,,https://twitter.com/alexwaarren/status/1210711856072912897,1210711856072912897,1210711856072912897
The reunion y’all have been waiting for @lilpapivoni https://t.co/zUhiAOkaRM,Fri Dec 27 04:37:28 +0000 2019,2019-12-27 04:37:28+00:00,527,"[Photo(previewUrl='https://pbs.twimg.com/media/EMxGBreU8AEliN7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EMxGBreU8AEliN7?format=jpg&name=large', type='photo')]",[],1,,6,12,,https://twitter.com/alexwaarren/status/1210419400190259200,1210419400190259200,1210419400190259200
Going after tik tok dancers https://t.co/WAdAYkX5ca,Fri Dec 27 02:49:00 +0000 2019,2019-12-27 02:49:00+00:00,180,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1210392035774959616/pu/img/7CGQap-za12Lkr3l.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1210392035774959616/pu/pl/_qLsEK1MSu4eWxLU.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1210392035774959616/pu/vid/360x640/Crly6ClRZg-8DrQm.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1210392035774959616/pu/vid/720x1280/iouFVtaw_qCKGGD_.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1210392035774959616/pu/vid/320x568/GAgn2NmQZioNGw9t.mp4?tag=10', bitrate=632000)], duration=12.433, type='video')]",[],1,,3,7,,https://twitter.com/alexwaarren/status/1210392106105049088,1210392106105049088,1210392106105049088
January @FanjoyCo 👀,Thu Dec 26 21:49:56 +0000 2019,2019-12-26 21:49:56+00:00,121,,[],0,,7,4,,https://twitter.com/alexwaarren/status/1210316843639947264,1210316843639947264,1210316843639947264
Btw I miss @lilpapivoni @ameliexrose PLEASE COME HOME,Thu Dec 26 21:49:17 +0000 2019,2019-12-26 21:49:17+00:00,277,,[],0,,3,2,,https://twitter.com/alexwaarren/status/1210316678061424640,1210316678061424640,1210316678061424640
"If y’all know me you know I don’t know how to react to stuff like this, but thank you so much for everything. Y’all have been so supportive and it’s so cool. I feel like thank you isn’t enough but I LOVE ALL OF YOU.",Thu Dec 26 21:48:51 +0000 2019,2019-12-26 21:48:51+00:00,216,,[],0,,7,2,,https://twitter.com/alexwaarren/status/1210316570846646273,1210316570846646273,1210316570846646273
Merry Christmas from Mom and Dad https://t.co/FBb2KUaa51,Thu Dec 26 00:54:06 +0000 2019,2019-12-26 00:54:06+00:00,234,"[Photo(previewUrl='https://pbs.twimg.com/media/EMrJT-hU0AADy5Y?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EMrJT-hU0AADy5Y?format=jpg&name=large', type='photo')]",[],0,,10,10,,https://twitter.com/alexwaarren/status/1210000800144977921,1210000800144977921,1210000800144977921
I made my wallpaper Olaf and I don’t think I’ve ever been happier https://t.co/KXNP0mBBjw,Wed Dec 25 23:02:32 +0000 2019,2019-12-25 23:02:32+00:00,165,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EMqvxs1VAAAGqDt.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EMqvxs1VAAAGqDt.mp4', bitrate=None)], type='gif')]",[],0,,1,1,,https://twitter.com/alexwaarren/status/1209972724380000256,1209972724380000256,1209972724380000256
@rissac_11 Love you!,Wed Dec 25 21:21:51 +0000 2019,2019-12-25 21:21:51+00:00,2,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1209947388271448064,1209947388271448064,1209887767481769984
Merry christmas you filthy animals https://t.co/VdPA4Kw5Pk,Wed Dec 25 21:21:28 +0000 2019,2019-12-25 21:21:28+00:00,69,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EMqYo8uU4AEzuFQ.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EMqYo8uU4AEzuFQ.mp4', bitrate=None)], type='gif')]",[],0,,1,0,,https://twitter.com/alexwaarren/status/1209947289713700864,1209947289713700864,1209947289713700864
CAUGHT MY BEST FRIENDS DOING THIS!! https://t.co/PaN4V5OhVO https://t.co/CCl4We3kGV,Wed Dec 25 21:21:02 +0000 2019,2019-12-25 21:21:02+00:00,118,"[Photo(previewUrl='https://pbs.twimg.com/media/EMqYjCmUcAAPSrc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EMqYjCmUcAAPSrc?format=jpg&name=large', type='photo')]",['https://youtu.be/XeRhIhhSNQc'],0,,3,1,,https://twitter.com/alexwaarren/status/1209947182234652673,1209947182234652673,1209947182234652673
"Update: the lettuce, cheese, and sauce ratio in my salad is perfect. I’m fucking weird.",Wed Dec 25 06:51:50 +0000 2019,2019-12-25 06:51:50+00:00,106,,[],0,,3,2,,https://twitter.com/alexwaarren/status/1209728441693528064,1209728441693528064,1209728441693528064
I got Mac n cheese https://t.co/7y51YWkgEJ,Wed Dec 25 06:43:54 +0000 2019,2019-12-25 06:43:54+00:00,79,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EMnPyVCU8AIfTfU.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EMnPyVCU8AIfTfU.mp4', bitrate=None)], type='gif')]",[],0,,2,0,,https://twitter.com/alexwaarren/status/1209726444605071362,1209726444605071362,1209726444605071362
I’m at a restaurant right now where a piece of steak is worth more than my car.,Wed Dec 25 06:43:40 +0000 2019,2019-12-25 06:43:40+00:00,137,,[],0,,2,1,,https://twitter.com/alexwaarren/status/1209726383393361920,1209726383393361920,1209726383393361920
From me: https://t.co/yV5mfh7CrN,Wed Dec 25 03:52:38 +0000 2019,2019-12-25 03:52:38+00:00,93,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1209683277973311488/pu/img/EKIqkBYsqo3de6oI.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1209683277973311488/pu/vid/320x568/7VzO79hWm4hJHIeO.mp4?tag=10', bitrate=632000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1209683277973311488/pu/pl/s1ty5mO8l1qpkvCd.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1209683277973311488/pu/vid/576x1024/B8T6ddBsc3dwcoVs.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1209683277973311488/pu/vid/360x640/wZB0t1-Ji9io85ZS.mp4?tag=10', bitrate=832000)], duration=12.067, type='video')]",[],0,,2,3,,https://twitter.com/alexwaarren/status/1209683344486567939,1209683344486567939,1209683344486567939
Making sure everyone is clear. Blame charli😂,Tue Dec 24 23:38:15 +0000 2019,2019-12-24 23:38:15+00:00,190,,[],0,,3,5,,https://twitter.com/alexwaarren/status/1209619325398634497,1209619325398634497,1209619325398634497
"Charli is making me go shopping right now, vlog might be a lil late. If worst case scenario it will be out on Christmas. Who gave me a YouTube channel.",Tue Dec 24 21:21:04 +0000 2019,2019-12-24 21:21:04+00:00,128,,[],0,,2,3,,https://twitter.com/alexwaarren/status/1209584800996020224,1209584800996020224,1209584800996020224
Editing today’s vlog it will be out in a few hours!!,Tue Dec 24 20:27:14 +0000 2019,2019-12-24 20:27:14+00:00,66,,[],0,,1,0,,https://twitter.com/alexwaarren/status/1209571256250449920,1209571256250449920,1209571256250449920
@nickkaustin @lilpapivoni Jerk face,Tue Dec 24 20:26:01 +0000 2019,2019-12-24 20:26:01+00:00,29,,[],0,,0,1,,https://twitter.com/alexwaarren/status/1209570950066266112,1209570950066266112,1209396757223890944
@allendobrik @natnatmar Fuck that guy,Tue Dec 24 11:59:57 +0000 2019,2019-12-24 11:59:57+00:00,3,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1209443594177634304,1209443594177634304,1208432073045872640
Holy crap this is like texting but with a bunch of people watching.... Did I just figure out what Twitter is?,Tue Dec 24 11:57:24 +0000 2019,2019-12-24 11:57:24+00:00,150,,[],0,,3,2,,https://twitter.com/alexwaarren/status/1209442952621121536,1209442952621121536,1209442952621121536
@ameliexrose @lilpapivoni just now realizing it's christmas Eve... Happy holidays and I will be eating chicken nuggets and drinking diet Coke for y'all here. Btw it's 4AM and I have to edit in the morning. I'm also realizing I'm drinking diet Coke right now. Life's great.,Tue Dec 24 11:56:29 +0000 2019,2019-12-24 11:56:29+00:00,122,,[],2,,0,1,,https://twitter.com/alexwaarren/status/1209442721586270209,1209442721586270209,1209442721586270209
